"Species","ITD.Mean_f_mm","Comment","GrMhd","GrThd","GrMfd","GrMcd"
"Lasioglossum albipes",1.59,NA,0.206491757400558,0.102312683823618,0.507962379051861,0.370250098392599
"Lasioglossum angusticeps",1.391,NA,0.131655534188547,0.0663233654355314,0.372834121383716,0.255032799638314
"Lasioglossum brevicorne",1.37,NA,0.125083904426029,0.0631317864385452,0.359943778908814,0.244442626347464
"Lasioglossum calceatum",1.74,NA,0.279697619243877,0.13704420092379,0.625734947694415,0.476048613069694
"Lasioglossum cupromicans",1.21,NA,0.0823484741551299,0.0422075526190658,0.270073866194694,0.172904227722732
"Lasioglossum fratellum",1.45,NA,0.151413533823864,0.0758848470717711,0.410434811800706,0.286347891937129
"Lasioglossum fulvicorne",1.34,NA,0.116100676763531,0.0587589134409687,0.341974244382162,0.229809605829899
"Lasioglossum laeve",1.566,NA,0.196186471596654,0.0973901149725907,0.490403245409704,0.354878280787414
"Lasioglossum laevigatum",1.91,NA,0.382787999569453,0.185400190742389,0.776301058700362,0.617335181607555
"Lasioglossum laticeps",1.47,NA,0.158558726405353,0.079330976339538,0.423647838835934,0.297495724972877
"Lasioglossum lativentre",1.51,NA,0.173554710142637,0.0865452552471252,0.450789383110403,0.320617873296995
"Lasioglossum leucopus",1.11,NA,0.0615966575683118,0.0319107562945965,0.221223902859062,0.135944131611696
"Lasioglossum leucozonium",1.8,NA,0.313507007185406,0.152965489756814,0.67677655330177,0.523238562957916
"Lasioglossum malachurum",1.6,NA,0.210895766391113,0.104413579330702,0.51538232441981,0.376778846014652
"Lasioglossum minutissimum",0.88,NA,0.0281921809643299,0.0150318634897172,0.129296991770479,0.0711570098535781
"Lasioglossum morio",1.05,NA,0.0510885034161292,0.0266499075997696,0.194540867764971,0.116432913731497
"Lasioglossum nitidiusculum",1.29,NA,0.102151550956562,0.051943575512971,0.313179985683746,0.206692211644613
"Lasioglossum parvulum",1.29,NA,0.102151550956562,0.051943575512971,0.313179985683746,0.206692211644613
"Lasioglossum pauperatum",1.21,NA,0.0823484741551299,0.0422075526190658,0.270073866194694,0.172904227722732
"Lasioglossum pauxillum",1.17,NA,0.0735383041762293,0.0378493620417489,0.249869874237477,0.157435324104027
"Lasioglossum prasinum",1.77,NA,0.296263408160556,0.144853612170723,0.65097178454691,0.499286089702523
"Lasioglossum punctatissimum",1.29,NA,0.102151550956562,0.051943575512971,0.313179985683746,0.206692211644613
"Lasioglossum puncticolle",1.58,NA,0.202152797022812,0.100241204361278,0.500603454407178,0.363794357178129
"Lasioglossum quadrinotatum",1.63,NA,0.224503686304233,0.110895063382929,0.538009480945748,0.396806740714232
"Lasioglossum rufitarse",1.37,NA,0.125083904426029,0.0631317864385452,0.359943778908814,0.244442626347464
"Lasioglossum semilucens",0.94,NA,0.0352004613240896,0.0186157484313846,0.150606850067408,0.0855225134146786
"Lasioglossum sexnotatum",2.07,NA,0.501829494359596,0.240644455544842,0.935059849068427,0.772547734215896
"Lasioglossum sexstrigatum",1.31,"Recent colonist",0.107580901980892,0.054600112873976,0.32452526023716,0.215750778907563
"Lasioglossum smeathmanellum",1.26,NA,0.0943728900274297,0.0481283870579463,0.296590387109875,0.193567784706138
"Lasioglossum villosulum",1.37,NA,0.125083904426029,0.0631317864385452,0.359943778908814,0.244442626347464
"Lasioglossum xanthopus",2.31,NA,0.725968746363228,0.343423522767378,1.20513169758344,1.04893892023151
"Lasioglossum zonulum",1.98,NA,0.432090810875578,0.208347621461381,0.843697155842388,0.682499834576694
"Macropis europaea",2.31,NA,0.725968746363228,0.343423522767378,1.20513169758344,1.04893892023151
"Megachile centuncularis",2.7,NA,1.22735566125678,0.569483733264979,1.72879853758583,1.62047439988371
"Megachile circumcincta",3.58,NA,3.17227090247797,1.42130987151088,3.31994921684003,3.5581633193768
"Megachile ericetorum",3.27,"Extinct",2.33866348854146,1.05965334676765,2.69245808987013,2.76413426367152
"Megachile lapponica",2.8,"Extinct",1.38718356099607,0.640746640204181,1.88051380731408,1.79339762952521
"Megachile leachella",2.71,NA,1.24272384946174,0.576350190463244,1.74364460263737,1.6372627568774
"Megachile ligniseca",3.52,NA,2.99683343419161,1.34552358593584,3.19266374550622,3.39438379783302
"Megachile maritima",3.72,NA,3.60950406826806,1.60953420712206,3.62798781652516,3.95980424053303
"Megachile versicolor",3.16,NA,2.0842351702767,0.948386846235649,2.48757522092339,2.51262447790422
"Megachile willughbiella",3.38,NA,2.61416871615964,1.17963579483785,2.90659369901064,3.03123607151438
"Melecta albifrons",3.23,NA,2.2437563249746,1.01820348086433,2.61688979835693,2.67089387563674
"Melecta luctuosa",3.37,"Extinct",2.58822630238956,1.16835854345954,2.88674193209136,3.00629893936024
"Melitta dimidiata",3.48,NA,2.88373756710853,1.29658176332929,3.10937277209508,3.28793279574041
"Melitta haemorrhoidalis",2.52,NA,0.97300309178323,0.45534498021181,1.47380304958603,1.33691780641939
"Melitta leporina",2.24,NA,0.654537946646887,0.310816506976633,1.12233799727096,0.962701115666149
"Melitta tricincta",2.71,NA,1.24272384946174,0.576350190463244,1.74364460263737,1.6372627568774
"Nomada alboguttata",1.7,"Recently recognised as in GB",0.258637247280508,0.127091177398033,0.592964038021818,0.446160987584767
"Nomada argentata",1.63,NA,0.224503686304233,0.110895063382929,0.538009480945748,0.396806740714232
"Nomada armata",1.9,NA,0.376083795182203,0.182271670681168,0.766932388598434,0.608366147072977
"Nomada baccata",1.39,NA,0.131337219476317,0.0661689102820593,0.372214453267902,0.254521962435165
"Nomada bifasciata",1.93,"Recent colonist",0.39644769953846,0.191768290064288,0.79523238097333,0.635526665593892
"Nomada conjungens",1.32,NA,0.110370205822171,0.0559629610029235,0.330283975111918,0.220373881061344
"Nomada errans",NA,"Probably extinct",NA,NA,NA,NA
"Nomada fabriciana",1.49,NA,0.165937666862104,0.0828838435317217,0.437099026098044,0.308918072462334
"Nomada facilis",1.541,"Recently recognised as in GB",0.185841919254435,0.0924391949837074,0.472484431940259,0.339307732368373
"Nomada ferruginata",1.44,NA,0.147927237975053,0.074201246219617,0.403917290305644,0.280875997618272
"Nomada flava",1.86,NA,0.350090696899975,0.170122190141069,0.730101835001186,0.573326595718556
"Nomada flavoguttata",1.09,NA,0.0579398800896688,0.030084078021218,0.212113099306319,0.129224564212295
"Nomada flavopicta",1.573,NA,0.199153929715141,0.0988085483179469,0.49548845004187,0.359318583276732
"Nomada fucata",1.86,NA,0.350090696899975,0.170122190141069,0.730101835001186,0.573326595718556
"Nomada fulvicornis",2.03,NA,0.469928368973637,0.225892678428355,0.893795853797005,0.731642548280971
"Nomada goodeniana",2.02,NA,0.462181661565443,0.2223049533936,0.883644782565293,0.72163837189122
"Nomada guttulata",1.212,NA,0.0828075276620324,0.0424341486573392,0.271107517145996,0.173702194044988
"Nomada hirtipes",1.59,NA,0.206491757400558,0.102312683823618,0.507962379051861,0.370250098392599
"Nomada integra",1.54,NA,0.185436297046468,0.0922448601875682,0.471775547487549,0.338694207876379
"Nomada lathburiana ",2.01,NA,0.45452516095499,0.218756828367988,0.873559479411051,0.711722356604419
"Nomada leucophthalma",1.76,NA,0.290666940838968,0.142217182035021,0.642496550985782,0.491461291811705
"Nomada marshamella",2.23,NA,0.644754183905057,0.306340464122859,1.11078280502775,0.950766690683206
"Nomada obtusifrons",1.27,NA,0.0969177503449111,0.0493777917067089,0.302063330518852,0.197881308741349
"Nomada panzeri",1.58,NA,0.202152797022812,0.100241204361278,0.500603454407178,0.363794357178129
"Nomada roberjeotiana",1.52,NA,0.177453887132984,0.088417231472119,0.45772456320925,0.32657273483501
"Nomada ruficornis",1.78,NA,0.301935186915151,0.147523649462492,0.659510121941506,0.507190331944938
"Nomada rufipes",1.87,NA,0.356466603102019,0.173105349198066,0.739213068116964,0.581961693533795
"Nomada sexfasciata",2.29,NA,0.705027786251938,0.333877100852361,1.18113481428522,1.02381461483906
"Nomada sheppardana",0.93,NA,0.0339557716899097,0.0179813261814071,0.14692681354775,0.0830100089276085
"Nomada signata",1.91,NA,0.382787999569453,0.185400190742389,0.776301058700362,0.617335181607555
"Nomada striata",1.65,NA,0.233911167296868,0.115367358018719,0.553401539503069,0.410530318780414
"Nomada subcornuta",NA,"Recently re-recognised",NA,NA,NA,NA
"Nomada zonata",1.65,"Recent colonist",0.233911167296868,0.115367358018719,0.553401539503069,0.410530318780414
"Osmia aurulenta",2.83,NA,1.43784854398512,0.663271938922559,1.92744513820859,1.84748355900667
"Osmia bicolor",2.72,NA,1.2582267989536,0.583273689908681,1.75856277173588,1.65416224609437
"Osmia bicornis",2.98,NA,1.71085004235003,0.784168022239992,2.17201199240396,2.13360953852231
"Osmia caerulescens",2.25,NA,0.664425598015465,0.315337575157275,1.13396112048691,0.974731184180239
"Osmia cornuta",3.3,"Recent colonist",2.41167022559471,1.09149611207361,2.74993699058453,2.83541651357836
"Osmia inermis",2.7,NA,1.22735566125678,0.569483733264979,1.72879853758583,1.62047439988371
"Osmia leaiana",2.69,NA,1.21212155552191,0.562674057004772,1.7140244931965,1.60379685184192
"Osmia niveata",2.51,NA,0.960067451826548,0.449512947122863,1.46031086946457,1.32217924493394
"Osmia parietina",2.27,NA,0.684515103870807,0.324515786903408,1.15741153865375,0.999079596691474
"Osmia pilicornis",2.68,NA,1.19702085435984,0.555920900607614,1.69932238587219,1.58722978922676
"Osmia spinulosa",2.01,NA,0.45452516095499,0.218756828367988,0.873559479411051,0.711722356604419
"Osmia uncinata",2.27,NA,0.684515103870807,0.324515786903408,1.15741153865375,0.999079596691474
"Osmia xanthomelana",3.36,NA,2.56246538645738,1.15715606856708,2.8669673600437,2.98149376425444
"Panurgus banksianus",2.4,NA,0.825640597762275,0.388727124368643,1.31652345875119,1.16688737720881
"Panurgus calcaratus",1.77,NA,0.296263408160556,0.144853612170723,0.65097178454691,0.499286089702523
"Rophites quinquespinosus",NA,"Extinct",NA,NA,NA,NA
"Sphecodes albilabris",2.12,NA,0.543809146544382,0.260004497958479,0.988131732581829,0.825703984397252
"Sphecodes crassus",1.23,NA,0.0870203057963324,0.0445115144922753,0.280511404556762,0.180990362842197
"Sphecodes ephippius",1.5,NA,0.169716152625153,0.0847008681812773,0.44391424565469,0.314733107858623
"Sphecodes ferruginatus",1.39,NA,0.131337219476317,0.0661689102820593,0.372214453267902,0.254521962435165
"Sphecodes geoffrellus",1.07,NA,0.0544384555705863,0.0283310197766084,0.203219172117722,0.122721872226318
"Sphecodes gibbus",1.64,NA,0.22917349739698,0.113115926065308,0.545674702742772,0.403631124974992
"Sphecodes hyalinatus",1.451,NA,0.151765308924572,0.0760546463313567,0.411089822539016,0.286898809336098
"Sphecodes longulus",0.948,NA,0.0362190340368003,0.0191343022389877,0.153588141158985,0.0875672365611854
"Sphecodes miniatus",0.97,NA,0.0391267393787786,0.020611707106829,0.161958229824217,0.0933511333864021
"Sphecodes monilicornis",1.48,NA,0.162218706469877,0.0810939549211263,0.430343599123748,0.303172400532834
"Sphecodes niger",1.04,NA,0.049469124016028,0.0258358102369726,0.190282178007983,0.113367599288796
"Sphecodes pellucidus",1.61,NA,0.215365383480791,0.10654412083491,0.522863410375525,0.383380961622111
"Sphecodes puncticeps",1.16,NA,0.0714439720237584,0.036810591924115,0.244957831681452,0.15371238954381
"Sphecodes reticulatus",1.4,NA,0.134544815689965,0.0677247002733635,0.378437484054202,0.259659946615697
"Sphecodes rubicundus",1.8,NA,0.313507007185406,0.152965489756814,0.67677655330177,0.523238562957916
"Sphecodes scabricollis",1.54,NA,0.185436297046468,0.0922448601875682,0.471775547487549,0.338694207876379
"Sphecodes spinulosus",1.827,NA,0.329618782102403,0.160530060924198,0.700488903569835,0.545414990310792
"Stelis breviuscula",1.31,NA,0.107580901980892,0.054600112873976,0.32452526023716,0.215750778907563
"Stelis odontopyga",NA,"Recent colonist",NA,NA,NA,NA
"Stelis ornatula",1.52,NA,0.177453887132984,0.088417231472119,0.45772456320925,0.32657273483501
"Stelis phaeoptera",2.03,NA,0.469928368973637,0.225892678428355,0.893795853797005,0.731642548280971
"Stelis punctulatissima",2.592,NA,1.06978228161797,0.498889841596712,1.57303269183484,1.44615343069234
"Xylocopa violacea",6.62,"Colonising",25.1193265894834,10.4284941478467,13.7608268289945,19.7493167156853
